"","...1","Plot","age","id_observation","id_releve","code_perso","date_releve_deb","x_l93","y_l93","lon_wgs84","lat_wgs84","lieudit","alti_calc","rec_total_pl","rec_arbu_pl","rec_sarb_pl","rec_herba_pl","rec_crypto_pl","substr_roch_pl","substr_bloc_pl","substr_cail_pl","substr_terr_pl","substr_grav_pl","substr_sabl_pl","substr_liti_pl","nom_cite","cd_nom","nom_complet","cd_ref","nom_reconnu_ss_auteur","nom_reconnu","famille","recouvrement_sp","hauteur_veg","facilitation","BSC","compet","nurse","reprod","comment","meta_comm","Site","ageChronoG","ageChronoG2","Vielle_repro"
"2095",350,"B2_24",10,34901130,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Sempervivum arachnoideum",122419,"Sempervivum arachnoideum L., 1753",122419,"Sempervivum arachnoideum","Sempervivum arachnoideum L., 1753","Crassulaceae","0,285714286",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2096",350,"GC-01",95,24802860,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Veronica fruticans Jacq., 1762",128871,"Veronica fruticans Jacq., 1762",128871,"Veronica fruticans","Veronica fruticans Jacq., 1762","Plantaginaceae","1","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2097",350,"O76",21,36714505,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Agrostis rupestris var. rupestris All., 1785",613160,"Agrostis rupestris var. rupestris All., 1785",613160,"Agrostis rupestris var. rupestris","Agrostis rupestris var. rupestris All., 1785","Poaceae","+","4",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2098",350,"P37",109,33522387,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Alnus alnobetula (Ehrh.) K.Koch, 1872",81563,"Alnus alnobetula (Ehrh.) K.Koch, 1872",131226,"Alnus alnobetula subsp. alnobetula","Alnus alnobetula subsp. alnobetula (Ehrh.) K.Koch, 1872","Betulaceae","6","35",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2099",350,"S3-14",36,24792780,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Trifolium badium Schreb., 1804",127237,"Trifolium badium Schreb., 1804",127237,"Trifolium badium","Trifolium badium Schreb., 1804","Fabaceae","5","4",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2100",350,"T50",11.5,33538187,10407653,"Band : 2003-2008","7/11/2019",1007686.56,6552113.36,6.97725,45.999,"Glacier du Tour",2428,"10-25% (10%)",NA,NA,NA,NA,">75% (86%)","10-25% (15%)","50-75% (61%)",NA,"5-10% (8%)","<5% (2%)",NA,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides","Sagina saginoides (L.) H.Karst., 1882","Caryophyllaceae","2","2",NA,NA,NA,NA,"0",NA,"ROCVEG : T50 ; Band : 2003-2008 ; Time : NA ; Soil crust : 4% ; Moss : 4% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2101",351,"B2_24",10,34901131,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Tolpis staticifolia",126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",126821,"Tolpis staticifolia","Tolpis staticifolia (All.) Sch.Bip., 1861","Asteraceae","0,285714286",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2102",351,"GC-01",95,24802854,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens","Trifolium pallescens Schreb., 1804","Fabaceae","25","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2103",351,"O76",21,36714504,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Cerastium uniflorum Clairv., 1811",90116,"Cerastium uniflorum Clairv., 1811",90116,"Cerastium uniflorum","Cerastium uniflorum Clairv., 1811","Caryophyllaceae","+","1",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2104",351,"P37",109,33522390,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948",82914,"Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948",82914,"Anthoxanthum alpinum","Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948","Poaceae","1","20",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2105",351,"S3-14",36,24792781,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","3","4",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2106",351,"T50",11.5,33538182,10407653,"Band : 2003-2008","7/11/2019",1007686.56,6552113.36,6.97725,45.999,"Glacier du Tour",2428,"10-25% (10%)",NA,NA,NA,NA,">75% (86%)","10-25% (15%)","50-75% (61%)",NA,"5-10% (8%)","<5% (2%)",NA,"Cerastium pedunculatum Gaudin, 1828",90071,"Cerastium pedunculatum Gaudin, 1828",90071,"Cerastium pedunculatum","Cerastium pedunculatum Gaudin, 1828","Caryophyllaceae","1","2",NA,NA,NA,NA,"0",NA,"ROCVEG : T50 ; Band : 2003-2008 ; Time : NA ; Soil crust : 4% ; Moss : 4% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2107",352,"B2_24",10,34901132,10971314,"Band : B2","7/19/2019",968588.99,6432057.46,6.405657773,44.93558279,"Glacier Blanc",2481,NA,"<5% (0%)","<5% (0%)","10-25% (18%)","<5% (0%)",NA,"10-25% (10%)","25-50% (32%)",NA,"25-50% (25%)","5-10% (5%)","<5% (0%)","Trifolium pallescens",127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens","Trifolium pallescens Schreb., 1804","Fabaceae","0,285714286",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 10 ; Blocs : 10 ; Cailloux : 32 ; Graviers : 25 ; Sable : 5 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 18 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2009 ; Age : 10","Glacier Blanc","7-12 years","7-13 years",NA
"2108",352,"GC-01",95,24802858,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Saxifraga oppositifolia L., 1753",121132,"Saxifraga oppositifolia L., 1753",121132,"Saxifraga oppositifolia","Saxifraga oppositifolia L., 1753","Saxifragaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2109",352,"O76",21,36714503,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre","Sedum alpestre Vill., 1779","Crassulaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2110",352,"P37",109,33522391,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Luzula lutea (All.) DC., 1805",106838,"Luzula lutea (All.) DC., 1805",106838,"Luzula lutea","Luzula lutea (All.) DC., 1805","Juncaceae","0.1","10",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2111",352,"S3-14",36,24792789,8659300,"Band : 3","7/22/2020",949129.27,6457226.41,6.172,45.1693,"Glacier de Saint-Sorlin",2659,"10-25% (22%)",NA,NA,NA,NA,">75% (78%)","10-25% (13%)","25-50% (40%)",NA,NA,"5-10% (5%)",NA,"Veronica fruticans Jacq., 1762",128871,"Veronica fruticans Jacq., 1762",128871,"Veronica fruticans","Veronica fruticans Jacq., 1762","Plantaginaceae","+","3",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-14 ; Band : 3 ; Time : 13:09 ; Soil crust : NA ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2112",352,"T50",11.5,33538183,10407653,"Band : 2003-2008","7/11/2019",1007686.56,6552113.36,6.97725,45.999,"Glacier du Tour",2428,"10-25% (10%)",NA,NA,NA,NA,">75% (86%)","10-25% (15%)","50-75% (61%)",NA,"5-10% (8%)","<5% (2%)",NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","2","3",NA,NA,NA,NA,"1",NA,"ROCVEG : T50 ; Band : 2003-2008 ; Time : NA ; Soil crust : 4% ; Moss : 4% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2113",353,"B2_26",10,34901133,10971326,"Band : B2","7/19/2019",968586.66,6432139.64,6.40567318,44.93632292,"Glacier Blanc",2524,NA,"<5% (0%)","<5% (0%)","50-75% (57%)","<5% (0%)",NA,"5-10% (8%)","25-50% (27%)",NA,"5-10% (2%)","5-10% (3%)","<5% (0%)","Achillea nana",79913,"Achillea nana L., 1753",79913,"Achillea nana","Achillea nana L., 1753","Asteraceae","3",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 8 ; Cailloux : 27 ; Graviers : 2 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 57 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2010 ; Age : 9","Glacier Blanc","7-12 years","7-13 years",NA
"2114",353,"GC-01",95,24802849,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina","Veronica alpina L., 1753","Plantaginaceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2115",353,"O76",21,36714502,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Epilobium anagallidifolium Lam., 1786",96134,"Epilobium anagallidifolium Lam., 1786",96134,"Epilobium anagallidifolium","Epilobium anagallidifolium Lam., 1786","Onagraceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2116",353,"P37",109,33522396,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,"Huperzia selago","Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829","Lycopodiaceae","2","5",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2117",353,"S3-16",36,24793258,8659406,"Band : 3","7/21/2020",948795.87,6457579.81,6.16794,45.1726,"Glacier de Saint-Sorlin",2691,"10-25% (15%)",NA,NA,NA,NA,">75% (85%)","10-25% (13%)","25-50% (45%)",NA,"25-50% (25%)","<5% (2%)",NA,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides","Sagina saginoides (L.) H.Karst., 1882","Caryophyllaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : S3-16 ; Band : 3 ; Time : 15:05 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2118",353,"T50",11.5,33538184,10407653,"Band : 2003-2008","7/11/2019",1007686.56,6552113.36,6.97725,45.999,"Glacier du Tour",2428,"10-25% (10%)",NA,NA,NA,NA,">75% (86%)","10-25% (15%)","50-75% (61%)",NA,"5-10% (8%)","<5% (2%)",NA,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",717310,"Micranthes stellaris","Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005","Saxifragaceae","x","2",NA,NA,NA,NA,"0",NA,"ROCVEG : T50 ; Band : 2003-2008 ; Time : NA ; Soil crust : 4% ; Moss : 4% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Tour","7-12 years","7-13 years",NA
"2119",354,"B2_26",10,34901134,10971326,"Band : B2","7/19/2019",968586.66,6432139.64,6.40567318,44.93632292,"Glacier Blanc",2524,NA,"<5% (0%)","<5% (0%)","50-75% (57%)","<5% (0%)",NA,"5-10% (8%)","25-50% (27%)",NA,"5-10% (2%)","5-10% (3%)","<5% (0%)","Adenostyles leucophylla",80190,"Adenostyles leucophylla (Willd.) Rchb., 1831",80190,"Adenostyles leucophylla","Adenostyles leucophylla (Willd.) Rchb., 1831","Asteraceae","3",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 8 ; Cailloux : 27 ; Graviers : 2 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 57 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2010 ; Age : 9","Glacier Blanc","7-12 years","7-13 years",NA
"2120",354,"GC-01",95,24802855,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Gentiana nivalis L., 1753",99910,"Gentiana nivalis L., 1753",99910,"Gentiana nivalis","Gentiana nivalis L., 1753","Gentianaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2121",354,"O76",21,36714501,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Luzula spicata subsp. spicata (L.) DC., 1805",137520,"Luzula spicata subsp. spicata (L.) DC., 1805",137520,"Luzula spicata subsp. spicata","Luzula spicata subsp. spicata (L.) DC., 1805","Juncaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2122",354,"P37",109,33522409,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Cystopteris fragilis (L.) Bernh., 1805",94066,"Cystopteris fragilis (L.) Bernh., 1805",94066,"Cystopteris fragilis","Cystopteris fragilis (L.) Bernh., 1805","Cystopteridaceae","0.1","12",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2123",354,"S3-16",36,24793259,8659406,"Band : 3","7/21/2020",948795.87,6457579.81,6.16794,45.1726,"Glacier de Saint-Sorlin",2691,"10-25% (15%)",NA,NA,NA,NA,">75% (85%)","10-25% (13%)","25-50% (45%)",NA,"25-50% (25%)","<5% (2%)",NA,"Geum montanum L., 1753",100208,"Geum montanum L., 1753",100208,"Geum montanum","Geum montanum L., 1753","Rosaceae","+","4",NA,NA,NA,NA,"1",NA,"ROCVEG : S3-16 ; Band : 3 ; Time : 15:05 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
"2124",354,"T50",11.5,33538185,10407653,"Band : 2003-2008","7/11/2019",1007686.56,6552113.36,6.97725,45.999,"Glacier du Tour",2428,"10-25% (10%)",NA,NA,NA,NA,">75% (86%)","10-25% (15%)","50-75% (61%)",NA,"5-10% (8%)","<5% (2%)",NA,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna","Oxyria digyna (L.) Hill, 1768","Polygonaceae","x","4",NA,NA,NA,NA,"1",NA,"ROCVEG : T50 ; Band : 2003-2008 ; Time : NA ; Soil crust : 4% ; Moss : 4% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Tour","7-12 years","7-13 years",0
"2125",355,"B2_26",10,34901136,10971326,"Band : B2","7/19/2019",968586.66,6432139.64,6.40567318,44.93632292,"Glacier Blanc",2524,NA,"<5% (0%)","<5% (0%)","50-75% (57%)","<5% (0%)",NA,"5-10% (8%)","25-50% (27%)",NA,"5-10% (2%)","5-10% (3%)","<5% (0%)","Alchemilla transiens",81179,"Alchemilla transiens (Buser) Buser, 1898",81179,"Alchemilla transiens","Alchemilla transiens (Buser) Buser, 1898","Rosaceae","2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 3 ; Blocs : 8 ; Cailloux : 27 ; Graviers : 2 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 57 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2010 ; Age : 9","Glacier Blanc","7-12 years","7-13 years",NA
"2126",355,"GC-01",95,24802850,8661043,"Band : C","8/10/2020",983845.58,6474850.66,6.62373,45.3144,"Glacier de G<e9>broulaz",2579,"50-75% (60%)",NA,NA,NA,NA,"25-50% (39%)","10-25% (19%)","10-25% (18%)",NA,"<5% (2%)","<5% (0%)",NA,"Myosotis alpestris F.W.Schmidt, 1794",108987,"Myosotis alpestris F.W.Schmidt, 1794",108987,"Myosotis alpestris","Myosotis alpestris F.W.Schmidt, 1794","Boraginaceae","+","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GC-01 ; Band : C ; Time : 12:03 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"2127",355,"O76",21,36714500,12117906,"Band : 3","8/27/2020",1014900.46,6552630.3,7.07068,46.00034,"Glacier d'Orny",NA,"<5% (4%)",NA,NA,NA,NA,">75% (94%)","10-25% (17%)","50-75% (70%)",NA,"5-10% (7%)",NA,NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","1","5",NA,NA,NA,NA,"1",NA,"ROCVEG : O76 ; Band : 3 ; Time : 16:10 ; Soil crust : 2 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","13-20 years",NA
"2128",355,"P37",109,33522397,10400946,"Band : 1985-2003","7/8/2019",1000908.15,6540529.06,6.8824167,45.89785,"Glacier des P<e9>lerins",2203,">75% (84%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Salix repens L., 1753",120192,"Salix repens L., 1753",151113,"Salix repens var. repens","Salix repens var. repens L., 1753","Salicaceae","23","80",NA,NA,NA,NA,NA,NA,"ROCVEG : P37 ; Band : 1985-2003 ; Time : NA ; Soil crust : 6% ; Moss : 5% ; Cyanobact : 0% ; Lichen : 1% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"2129",355,"S3-16",36,24793252,8659406,"Band : 3","7/21/2020",948795.87,6457579.81,6.16794,45.1726,"Glacier de Saint-Sorlin",2691,"10-25% (15%)",NA,NA,NA,NA,">75% (85%)","10-25% (13%)","25-50% (45%)",NA,"25-50% (25%)","<5% (2%)",NA,"Cardamine alpina Willd., 1800",87891,"Cardamine alpina Willd., 1800",87891,"Cardamine alpina","Cardamine alpina Willd., 1800","Brassicaceae","+","2",NA,NA,NA,NA,"0",NA,"ROCVEG : S3-16 ; Band : 3 ; Time : 15:05 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","30-120 yrs",NA
